Date,Record Number,Record Type,Address,City,ZIP,State,Country,Description,Permit Name,Status
2/8/2019,BT-201900300,Temporary Power,3250 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,TEMPORARY TO PERMANENT POWER,CP LOT 60 TEMP POWER,Issued
2/8/2019,BE-201901649,Commercial - Electrical,2608 PIEDMONT RD NE,Atlanta,30324,GA,United States,JP MORGAN CHASEMINOR REMODELING CHASE BANK,COMMERCIAL / ELECTRICAL - JP MORGAN CHASE,Issued
2/8/2019,BB-201900982,Commercial Misc. Structural,3478 LAKESIDE DR NE,Atlanta,30326,GA,United States,AMLI OAK VALLEY- PARKING DECK (CO PHASE 1A) (MP)INCLUDES PARKING DECK FLOORS 1 THRU 5REF PERMIT #BB-201709063,AMLI OAK VALLEY- PARKING DECK (CO PHASE 1A) (MP),Open
2/8/2019,BT-201900317,Temporary Power,841 REGAL LN SW,Atlanta,30331,GA,United States,TEMPORARY POWER,CASCADES LOT 502 TPR,Issued
2/8/2019,BB-201900997,Residential Demolition,1198 NILES AVE NW,Atlanta,30318,GA,United States,DEMO EXISTING FIRE DAMAGED HOUSE. OWNER IS GOING TO REBUILD NEW HOME.(19CAP-000000082 FIRE RULING),TROKON RESIDENCE  DEMOLITION  (19CAP-000000082 FIRE RULING),Routed for Review
2/8/2019,BA-201900956,Arborist Dead Dying Hazardous Tree,3517 DUMBARTON RD NW,Atlanta,30327,GA,United States,,,Accepted
2/8/2019,BE-201901673,Residential - Electrical,3244 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,TEMPORARY POWER POLE,CT 63 TPOLE,Issued
2/8/2019,BA-201900947,Arborist Illegal Activity,370 ST JOHNS AVE SW,Atlanta,30315,GA,United States,"Illegal Tree Removal:1.) Pecan, 28"" dbh, located front center of property - front edge/base of the front porch.Tree removed without approved tree removal permit.",Illegal Tree Removal:,Assigned
2/8/2019,BA-201900970,Arborist Dead Dying Hazardous Tree,1195 CHATHAM AVE SW,Atlanta,30311,GA,United States,DDH,DDH,Issued
2/8/2019,BE-201901703,Commercial - Low Voltage,72 MARIETTA ST NW,Atlanta,,GA,United States,Provide and install a coaxial cable drop on floor 3 and four and provide a data drop on floor 6.,72 Marietta - Coax Drops on Floor 3 and 4/Data Drop on Floor 6,Online Permit Pending
2/8/2019,BA-201900967,Arborist Dead Dying Hazardous Tree,656 BRYAN ST SE,Atlanta,30312,GA,United States,DDH,DDH,Accepted
2/8/2019,BA-201900966,Arborist Dead Dying Hazardous Tree,4315 HARRIS TRL NW,Atlanta,30327,GA,United States,DDH,DDH,Accepted
2/8/2019,BE-201901637,Commercial - Low Voltage,980 HOWELL MILL RD NW,Atlanta,30318,GA,United States,PHASE 6 TOWER SHELL & CORE LEVELS 1-6INSTALLATION OF LOW VOLTAGE WIRE & EQUIPMENT (CAT 6 & COAX),COMMERCIAL / LOW VOLTAGE - PHASE 6 TOWER SHELL & CORE LEVELS 1-6,Issued
2/8/2019,BE-201901631,Commercial - Low Voltage,980 HOWELL MILL RD NW,Atlanta,30318,GA,United States,"TOLL BROTHERS - PHASE 2 LOBBY, AMENITY & OFFICESINSTALLATION OF LOW VOLTAGE WIRE & EQUIPMENT (CAT 6 & COAX)","COMMERCIAL / LOW VOLTAGE - PHASE 2 LOBBY, AMENITY & OFFICES",Issued
2/8/2019,QCR-2019-00720,Residential QCR,1084 ROXBORO DR NE,Atlanta,30324,GA,United States,"Installation of new inground swimming pool; creating ""ribbon"" driveway in existing driveway",Pool,Plan Inspection
2/8/2019,BP-201900892,Residential - Plumbing,762 CENTER HILL AVE NW,Atlanta,30318,GA,United States,repipe of potable water system. Replacement of tank water heater.,Center Hill Ave,Issued
2/8/2019,QCR-2019-00730,Residential QCR,1001 ASHBY TER NW,Atlanta,30314,GA,United States,DEMO EXISTING PROPERTY DOWN TO FOUNDATION(FOUNDATION TO REMAIN),SFR - DEMO,Plan Inspection
2/8/2019,BB-201900990,Commercial Alteration,2345 PEACHTREE RD NE,Atlanta,,GA,United States,"Interior alteration of an existing mercantile space. New HVAC, lighinig, dog wash, toilet rooms and finishes. (LC) (CO)",Pet People (LC) (CO),Routed for Review
2/8/2019,QCR-2019-00723,Commercial QCR,3338 PEACHTREE RD NE,Atlanta,30326,GA,United States,"INTERIOR REPAIRS OF DRYWALL AND FINISHES (WALL COVERING, PAINT, BASEBOARDS) THAT WERE DAMAGED AS THE RESULT OF A FIRE SPRINKLER  DISCHARDING WATER. REPAIRS FOR COMMON CORRIDORS FROM FLOOR 3 T0 18",BUCKHEAD GRAND REPAIRS - COMMON AREAS (FLOORS 3 TO 18),Create Application
2/8/2019,BS-201900107,Sign Business,2072 DEFOORS FERRY RD NW,Atlanta,30318,GA,United States,HAIRCUTS * SHAVES* STYLING MGQ  * MEN'S GROOMING QUARTERS *,HAIRCUTS * SHAVES* STYLING MGQ  * MEN'S GROOMING QUARTERS *,Routed for Review
2/8/2019,BA-201900971,Arborist Dead Dying Hazardous Tree,729 GRANT TER SE,Atlanta,30315,GA,United States,DDH,DDH,Issued
2/8/2019,19CAP-00000187,Building Complaint,941 GRANT ST SE,Atlanta,30315,GA,United States,WORKING OUTSIDE SCOPE OF PERMIT--ADDING AN ADDITION WITHOUT A PERMIT. PERMIT ISSUED FOR DECK REPLACEMENT/REPAIRS ONLY. EXCEEDING SCOPE OF WORK.,Buildings-Other Case,Assigned to Inspector
2/8/2019,BE-201901635,Commercial - Low Voltage,3575 PIEDMONT RD NE,Atlanta,30305,GA,United States,"Installation of Low voltage Cabling for Data, Cameras and Access Control systems.",Piedmont Center 15 Public Interior-Lobbies,Issued
2/8/2019,BS-201900105,Sign Business,349 DECATUR ST SE,Atlanta,30312,GA,United States,BUDI'S SUSHI NEW/WALL SECURE TO WALL,BUDI'S SUSHI,Routed for Review
2/8/2019,QCR-2019-00719,Commercial QCR,777 TECHWOOD DR NW,Atlanta,30313,GA,United States,"Theta Xi Chapter House Addition: Three story addition 6,803 sq ft to an existing building with associated interior and exterior renovations and land disturbance. New MEP and grease traps in scope.",Theta Xi Chapter House Addition,Create Application
2/8/2019,BA-201900953,Arborist Dead Dying Hazardous Tree,729 EDGEWOOD AVE,Atlanta,,GA,United States,,,Accepted
2/8/2019,BE-201901676,Residential - Electrical,3242 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,TEMPORARY POWER POLE,CT 64 TPOLE,Issued
2/8/2019,BT-201900306,Temporary Power,3244 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,TEMPORARY TO PERMANENT POWER,CT 63 TEMP PWR,Issued
2/8/2019,BB-201900994,Residential Addition,823 ATWOOD ST SW,Atlanta,30310,GA,United States,"ERECT REAR ADDITION, ERECT DECK ADDITION,INTERIOR AND EXTERIOR RENOVATIONS AND ALTERATIONS",BETTY RESIDENCE REAR ADDITION/NEW DECK,Open
2/8/2019,BE-201901645,Residential - Electrical,493 WINTON TER NE,Atlanta,30327,GA,United States,UNIT #ANEW CONSTRUCTION ELECTRICAL WIRING,RESIDENTIAL / ELECTRICAL - GENERAL - UNIT #A,Issued
2/8/2019,BE-201901640,Commercial - Low Voltage,980 HOWELL MILL RD NW,Atlanta,30318,GA,United States,PHASE 7 TOWER LEVELS 7-12INSTALLATION OF LOW VOLTAGE WIRE & EQUIPMENT (CAT 6 & COAX),COMMERCIAL / LOW VOLTAGE - PHASE 7 TOWER LEVELS 7-12,Issued
2/8/2019,BM-201900740,Residential - HVAC,839 REGAL LN SW,Atlanta,30331,GA,United States,"INSTALL 4TON, AIR HANDLER/ZONES FLEX BOOTS WYES, COOPER DRIAN LINES BATH FAX FLEX ETC",RESIDENTIAL/HVAC,Issued
2/8/2019,ZLA-201900675,Business Licenses,448 EAST PACES FERRY RD NE,Atlanta,30305,GA,United States,INTERIOR DESIGNBRIDGET LOWREY-PROJECT ASSISTANTADDRESS CHANGE,WYETH RAY INTERIORS LLC,Zoning Review
2/7/2019,BB-201901022,Residential New,2292 NELMS DR SW,Atlanta,30315,GA,United States,Construction of new Single family residence with front porch and side deck,New SINGLE FAMILY RESIDENCE-CO,Open
2/7/2019,BM-201900728,Residential - HVAC,2862 LENOX RD NE,Atlanta,30324,GA,United States,HVAC NEW CONSTRUCTION INSTALLATION W GASLINE,BB 201605324--15 CREEKVIEW AT LENOX,Online Permit Pending
2/7/2019,BE-201901586,Residential - Electrical,503 BISMARK RD NE,Atlanta,30324,GA,United States,WIRE NEW HOME AT 503 BISMARK LOT 69 MANCHESTER,503 BISMARK GENERAL,Online Permit Pending
2/7/2019,BM-201900722,Residential - HVAC,292 OAKDALE RD NE,Atlanta,30307,GA,United States,Replace HVAC,292 Oakdale,Issued
2/7/2019,BB-201900955,Commercial Alteration,715 PEACHTREE ST NE,Atlanta,30308,GA,United States,HONEYWELL 5TH FLOOR- MINOR DEMO OF EXISTING CONDITIONS TO ACCOMMODATE HONEYWELL DESIGN REQUIREMENTS. MEP WORK TO BE DONE.,HONEYWELL 5TH FLOOR (LC),Routed for Review
2/7/2019,BP-201900863,Residential - Plumbing,169 HYACINTH AVE NW,Atlanta,30314,GA,United States,SEWER PLUG,RESIDENTIAL / PLUMBING - SEWER PLUG,Issued
2/7/2019,BM-201900710,Residential - HVAC,2016 BADER AVE SW,Atlanta,30310,GA,United States,"INSTALLATION HEAT PUMP & AIR HANDLER, BATH FAN, LAUNDRY VENT 2.5 TON",RESIDENTIAL / HVAC,Issued
2/7/2019,19CAP-00000169,Building Complaint,99 PEACHTREE MEMORIAL DR NW,Atlanta,30309,GA,United States,WORKING OUTSIDE SCOPE OF PERMIT-received complaint from former tenant stating they are not working according to approved permit/plans. Stairs going to front door units hare been removed leaving the tenants without access to their units. Please check work site to ensure they are working within the scope of approved plans and permits.,Buildings-Other Case,Closed
2/7/2019,BE-201901580,Residential - Electrical,626 ORMEWOOD AVE SE,Atlanta,30312,GA,United States,t-pole,626 Ormewood,Issued
2/7/2019,BE-201901576,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Peachtree Hills Place - Kingswood -Unit 221 - Interior fit-up of previously permitted condominium building shell,Peachtree Hills Place - Unit 221 - Bldg E,Issued
2/7/2019,BA-201900936,Arborist Dead Dying Hazardous Tree,4227 SENTINEL POST RD NW,Atlanta,30327,GA,United States,DDH,DDH,Accepted
2/7/2019,BA-201900935,Arborist Dead Dying Hazardous Tree,207 PALATKA ST SE,Atlanta,30317,GA,United States,DDH,DDH,Accepted
2/7/2019,BB-201900965,Multi Family Alteration,869 CHARLES ALLEN DR NE,Atlanta,30308,GA,United States,REMOVE & REPLACE ASPHALT SHINGLES REMOVE & REPLACE METAL COPING ON FIREWALLS,MLC PROPERTIES-REROOF-XPRS,Issued
2/7/2019,BT-201900296,Temporary Power,2681 BROWNS MILL RD SE,Atlanta,30354,GA,United States,TEMPORARY POWER,RESIDENTIAL / ELECTRICAL - TPOWR,Issued
2/7/2019,BS-201900103,Sign Business,3030 HEADLAND DR SW,Atlanta,30311,GA,United States,NEW WALL SIGN,IDEAL FURNITURE,Routed for Review
2/7/2019,BB-201900963,Commercial Alteration,1200 PEACHTREE ST NE,Atlanta,30309,GA,United States,PROJECT CONNECT- STE 1200: INTERIOR PARTITIONS & FINISHES W/MEP SYSTEMS FOR EXISTING TENANT.,PROJECT CONNECT # 1200,Routed for Review
2/7/2019,BB-201900962,Residential Misc. Non-Structural,505 CARTER AVE SE,Atlanta,30317,GA,United States,"REPLACE FENCE AND LANDSCAPE SIDE AND REAR,MISC SITE WORK",KAGAN RESIDENCE FENCE REPLACMENT/REAR RAILINGS,Routed for Review
2/7/2019,QCR-2019-00689,Residential QCR,3736 HEMPSTEAD WAY SW,Atlanta,30331,GA,United States,NEW 2 STORY SINGLE FAMILY WITH 2 CAR GARAGE LOT SITE WORK DONE UNDER #BB201704635,NEW SFR - HAMPSHIRE PARK (LOT 24),Plan Inspection
2/7/2019,BM-201900718,Residential - HVAC,1356 ALLEGHENY ST SW,Atlanta,30310,GA,United States,"NEW HVAC 2.5 TON HEAT PUMP SYSTEM, ALL NEW DUCT WORK, VENTING AND PIPING AND (1) GAS LINE FOR THE STOVE",RESIDENTIAL / HVAC,Issued
2/7/2019,ZLA-201900657,Business Licenses,747 RALPH MCGILL BLVD NE,Atlanta,,GA,United States,EASY TIGER ARCHITECTURE LLC - #1130ARCHITECTURAL SERVICES (BUSINESS LISTING ONLY FOR HOME OCCUPATION USE),EASY TIGER ARCHITECTURE LLC - #1130,License Approved
2/7/2019,BM-201900707,Commercial - HVAC,661 AUBURN AVE NE,Atlanta,30312,GA,United States,FURNISH AND INSTALLING TWO SPLIT SYSTEMS AND THREE RESTROOM EXHAUST FANS.,POUR TAPROOM SUITE 230,Issued
2/7/2019,ORR-201900231,Open Record Request,1335 EUCLID AVE NE,Atlanta,,GA,United States,"CO, violations",1335 Euclid Ave. ORR,Request Completed
2/7/2019,BA-201900921,Arborist Dead Dying Hazardous Tree,55 ALDEN AVE NW,Atlanta,30309,GA,United States,,,Issued
2/7/2019,BE-201901558,Commercial - Electrical,3424 PEACHTREE RD,Atlanta,,GA,United States,Lighting and electrical buildout,3424 Peachtree Rd - Floor 20 - Suite 2000,Issued
2/7/2019,BM-201900734,Residential - HVAC,372 PINE TREE DR NE,Atlanta,30305,GA,United States,GAS LINE TO POOL HEATER,RESIDENTIAL / HVAC - GAS LINE TO POOL HEATER,Issued
2/7/2019,BE-201901616,Commercial - Low Voltage,195 OTTLEY DR NE,Atlanta,30324,GA,United States,"TV, Audio and POS Cabling",Low Voltage Cabling / 1st Floor /,Issued
2/7/2019,BM-201900721,Commercial - HVAC,1192 FOSTER ST NW,Atlanta,30318,GA,United States,COMMERCIAL / HVACGAS PIPE FOR SCHOOL,COMMERCIAL / HVAC,Issued
2/7/2019,BE-201901585,Commercial - Electrical,2420 PIEDMONT RD NE,Atlanta,30324,GA,United States,Parking Deck electrical maintenance,Parking Deck LINGBERG STATION,Issued
2/7/2019,BA-201900940,Arborist Plan Review,1571 DONALD LEE HOLLOWELL HWY NW,Atlanta,,GA,United States,,YMCA ELC (LD),Accepted
2/7/2019,BA-201900938,Arborist Dead Dying Hazardous Tree,4370 DAVIDSON AVE NE,Atlanta,30319,GA,United States,,,Accepted
2/7/2019,BM-201900731,Residential - HVAC,2862 LENOX RD NE,Atlanta,30324,GA,United States,HVAC NEW CONSTRUCTION INSTALL W/ GASLINE,BB 201605322--13 CREEKVIEW AT LENOX,Online Permit Pending
2/7/2019,BE-201901608,Commercial - Low Voltage,3353 PEACHTREE RD NE,Atlanta,30326,GA,United States,Revisions to existing fire alarm system for tenant space remodel.,AFC NERC Suite 850 and Suite 750,Issued
2/7/2019,BE-201901591,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 125 Interior fit-up of previously permitted condominium building shellINSTALL AND TERMINATE LOW VOLTAGE CABLING,Peachtree Hills Place - Unit 125 - Bldg D,Issued
2/7/2019,BE-201901582,Commercial - Electrical,620 GLEN IRIS DR NE,Atlanta,30308,GA,United States,SUITE #CPUBLIC UTILITY,COMMERCIAL / ELECTRICAL - PUBLIC UTILITY - SUITE #C,Issued
2/7/2019,ZLA-201900655,Business Licenses,1230 PEACHTREE ST NE,Atlanta,30303,GA,United States,ICODE ACADEMY INC. - STE #19EDUCATIONAL TRAINING (OFFICE USE),ICODE ACADEMY INC. - STE #19,License Approved
2/7/2019,19CAP-00000172,Building Complaint,1042 NORTHSIDE DR NW,Atlanta,30318,GA,United States,1042 NORTHSIDE DRIVEFENCE ERECTED BY NEXT DOOR NEIGHBOR PROTRUDING OUT TO THE SIDE WALK. CAUSING A BLIND SPOT FOR NEIGHBOR BACKING OUT OF DRIVEWAY.MARK 404-626-5388,FENCE VIOLATION 1042 NORTHSIDE DRIVE,Assigned to Inspector
2/7/2019,ZLA-201900647,Business Licenses,730 PEACHTREE ST NE,Atlanta,30308,GA,United States,"ZOO AS ZOO, LLC - #570PHOTOGRAPHY & GRAPHICS WORK (OFFICE USE ONLY)","ZOO AS ZOO, LLC - #570",License Approved
2/7/2019,BM-201900717,Residential - HVAC,556 JOHN WESLEY DOBBS AVE NE,Atlanta,30312,GA,United States,"1ST FLOOR RELOCATED HVAC SYSTEM TO THE ATTIC AND INSTALLED ALL NEW DUCT WORK, 2ND FLOOR REPLACED HVAC SYSTEM WITH EXISTING ALL DUCT WORK NOT BEING ALTERED.",RESIDENTIAL / HVAC,Issued
2/7/2019,QCR-2019-00697,Residential QCR,39 MOURY AVE SE,Atlanta,30315,GA,United States,Construct new SFR,New SFR,Plan Inspection
2/7/2019,ZLA-201900641,Business Licenses,2700 BUTNER RD SW,Atlanta,30331,GA,United States,OLLIE'S TOTS LEARNING CENTERDAY CARE,OLLIE'S TOTS LEARNING CENTER,License Approved
2/7/2019,BB-201900947,Commercial Alteration,1776 PEACHTREE ST NW,Atlanta,30309,GA,United States,RENOVATE  EXISTING OFFICE SPACE BY CONVERTING INTO NEW SPEC SUITES (7) FOR FUTURE TENANTS. MEP WORK INCLUDED.**SEPARATE APPLICATION REQUIRED FOR TENANT BUILD OUT OF EACH SUITE**,SPEC SUITES,Routed for Review
2/7/2019,19CAP-00000170,Building Complaint,1381 MILLER REED AVE SE,Atlanta,30315,GA,United States,Unsafe Building Check--received email stating structure has collapsed.,Unsafe Building Check,Stop Work Posted
2/7/2019,ZLA-201900643,Business Licenses,34 IVY CHASE NE,Atlanta,30342,GA,United States,CONSULTING NAIC 541611CATHERINE A. CATES MEMBERBUSINESS LISTING ONLY,PROFIT MADE SIMPLE LLC,Zoning Review
2/7/2019,BM-201900727,Residential - HVAC,2862 LENOX RD NE,Atlanta,30324,GA,United States,HVAC NEW CONSTRUCTION INSTALLATION W/ GASLINE,BB 201605325--16 CREEKVIEW AT LENOX,Online Permit Pending
2/7/2019,BE-201901596,Residential - Low Voltage,2015 ROCKLEDGE RD NE,Atlanta,30324,GA,United States,"Security Pre Wire, Plasma Tube, MJ x 3, Cat5 x 1",Lot 79 Morningside Towns,Issued
2/7/2019,BE-201901589,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 124 Interior fit-up of previously permitted condominium building shellINSTALL AND TERMINATE LOW VOLTAGE CABLING,Peachtree Hills Place - Unit 124 - Bldg D,Issued
2/7/2019,BB-201900950,Residential Misc. Non-Structural,1960 SUMMIT TRACE CIR NW,Atlanta,30318,GA,United States,4 FOOT STEEL FENCE AND GATE.,BROCK BUILT HOMES LOT 446 - FENCE - XPRS,Issued
2/7/2019,BB-201900949,Residential Misc. Non-Structural,1962 SUMMIT TRACE CIR NW,Atlanta,30318,GA,United States,4 FOOT STEEL FENCE AND GATE.,BROCK BUILT HOMES LOT 447 - FENCE - XPRS,Issued
2/7/2019,QCR-2019-00693,Residential QCR,378 BASS ST SW,Atlanta,30310,GA,United States,"REAR ADDITION, CLOSET, MASTER BATH",SFR - ADDITION,Plan Inspection
2/7/2019,BB-201900966,Commercial Conversion,3402 PIEDMONT RD NE,Atlanta,30305,GA,United States,SPACE 236 / BLUE MARTINI LOUNGE - COVERT FROM OFFICE BUILDING TO LOUNGE( EATING AND DRINKING ) ESTABLISHMENT.SAP-18-170,SPACE 236 / BLUE MARTINI LOUNGE-CONVERSION,Routed for Review
2/7/2019,19CAP-00000174,Building Complaint,2363 CROSS ST NW,Atlanta,30318,GA,United States,WORKING WITHOUT A PERMIT-per inspector addition being built without proper documents,Stop Work Case,Assigned to Inspector
2/7/2019,BA-201900924,Arborist Plan Review,1590 WEST SUSSEX RD NE,Atlanta,30306,GA,United States,,WILLIAMS-PRICE GARAGE-CO,Accepted
2/7/2019,QCR-2019-00692,Commercial QCR,715 PEACHTREE ST NE,Atlanta,30308,GA,United States,MINOR DEMO OF EXISTING CONDITIONER TO ACCOMMODATE HONEYWELL DESIGN REQUIREMENTS.,HONEYWELL 5TH FLOOR,Create Application
2/7/2019,QCR-2019-00688,Commercial QCR,1776 PEACHTREE ST NW,Atlanta,30309,GA,United States,RENOVATE  EXISTING OFFICE SPACE BY CONVERTING INTO NEW SPEC SUITES FOR FUTURE TENANTS.,SPEC SUITES,Create Application
2/7/2019,ZLA-201900667,Business Licenses,37 PEACHTREE ST NE,Atlanta,,GA,United States,SPACE K24/37,"DIPPS, LLC/THAI STYLE ICE CREAM",License Approved
2/7/2019,BE-201901557,Commercial - Electrical,1801 HOWELL MILL RD NW,Atlanta,30318,GA,United States,"1.	Demo safe electrical for complete removal by others 2.	Provide and install (1) new 200-amp service for vacant Rack Room right side including mounting new service outside on wall beside other existing meter bases, 40 ft. articulating lifts, new meter base, new disconnect, fuses, (1) 200 amp 480-volt panel, conduits up to new panel location on back exterior wall, coring of concrete floor, wire, terminations and testing (Trenching, Backfilling, Boring, Saw cutting and Pour back by others)3.	Provide and install (1) 45 KVA transformer and (1) 100 amp, 120/208-volt panel for Rack Room side including all grounding, (1) floor mounted 45 KVA transformer, (1) 100-amp 120/208-volt main breaker panel, breakers, terminations and testing4.	Provide and install (12) type â€œFâ€ strip lights, (1) emergency light, (7) exit/emergency lights, (2) type â€œAâ€, (3) exterior type â€œBâ€ wall sconces and (2) type â€œCâ€ fixtures  5.	Provide and install (2) 2-inch phone conduits ran from main phone room and stubbed into space6.	Provide and install electrical for (3) unit heaters, (1) exhaust fan, (2) 10-ton and (1) 8.5-ton gas fired RTUâ€™s including all breakers, disconnects, fuses, penetrations, conduits, wire, j-boxes, terminations and testing7.	Provide and install (3) weather proof GFI receptacles for RTUâ€™s8.	Provide and install electrical for (2) one stall bathrooms including (2) type â€œAâ€, (2) type â€œCâ€, (2) single pole OC sensor switches, (2) GFI receptacles, wire for (2) bathroom exhaust fans, wire for (1) water heaters and (1) GFI for water fountain 9.	Provide conduit for (1) sign circuit per drawings",PO# 4224 The District Rack Rooms STE 280,Online Permit Pending
2/7/2019,BE-201901606,Commercial - Electrical,1465 HOWELL MILL RD NW,Atlanta,30318,GA,United States,REWIRING ELECTRICAL,1465 Howell Mill Rd NW,Issued
2/7/2019,BM-201900729,Residential - HVAC,2862 LENOX RD NE,Atlanta,30324,GA,United States,HVAC NEW CONSTRUCTION W/ GASLINE,BB 201605323--14 CREEKVIEW AT LENOX,Online Permit Pending
2/7/2019,ZLA-201900654,Business Licenses,3655 ROSWELL RD NE,Atlanta,,GA,United States,PINK BARRE KMG LLC / PINK BARRE - STE #222FITNESS STUDIO (BARRE),PINK BARRE KMG LLC / PINK BARRE - STE #222,License Approved
2/7/2019,ORR-201900239,Open Record Request,739 SAN ANTONIO DR NE,Atlanta,30306,GA,United States,REQUESTING 5 COPIES.,739 SAN ANTONIO DR - ORR,Request Completed
2/7/2019,QCR-2019-00694,Commercial QCR,1152 PRYOR ST SW,Atlanta,,GA,United States,Construct white box attached to convenience store,C Store White Box Suite 787 & 789,Create Application
2/7/2019,BP-201900865,Residential - Plumbing,778 WOODLEY DR NW,Atlanta,30318,GA,United States,SEWER PLUG,RESIDENTIAL / PLUMBING - SEWER PLUG,Issued
2/7/2019,BE-201901609,Residential - Electrical,617 BROADVIEW TER NE,Atlanta,30324,GA,United States,"ELECTRICAL WIRING THE WHOLE HOUSE TO INCLUDE BRANCH CIRCUITS, FEEDERS AND 200 AMP SERVICE",617 BROADVIEW TER NE,Issued
2/7/2019,BM-201900719,Residential - HVAC,121 SEWANEE AVE NW,Atlanta,,GA,United States,"1 2.5 TON HEAT PUMP SYSTEM WITH DUCTWORK (2) BATH FANS, (1) DRYER VENT",RESIDENTIAL / HVAC,Issued
2/7/2019,BP-201900883,Commercial - Fire Sprinkler,1230 PEACHTREE ST NE,Atlanta,30303,GA,United States,Modification of the Existing Sprinkler System,TenCate Advanved Armor - Suite 1125,Routed for Review
2/7/2019,BB-201900959,Residential Alteration,560 MIDDLE ST SW,Atlanta,30310,GA,United States,INTERIOR ALTERATIONS PROPERTY UPGRADES & REPLACE VANDALIZED ELECTRICAL/HVAC REPLACE ELECTRICAL REPLACE HVAC REPLACE ALL FIXTURES NEW TILE NEW DRYWALL NEW TRIM CABINETS COUNTERTOPS FIXTURES FLOORING NEW PAINT,DAVIS-ALTERATIONS-XPRS,Issued
2/7/2019,ZLA-201900658,Alcohol Licenses,81 BROAD ST SW,Atlanta,30303,GA,United States,"RESTAURANT WITH LIQUOR, BEER, AND WINE",CITIZEN'S GALLERY & EVENTS,License Approved
2/7/2019,ZLA-201900656,Alcohol Licenses,81 BROAD ST SW,Atlanta,30303,GA,United States,"RESTAURANT WITH LIQUOR, BEER, AND WINE",CITIZEN'S GALLERY & EVENTS (2ND FLOOR),License Approved
2/7/2019,BA-201900930,Arborist Dead Dying Hazardous Tree,374 GRANT PARK PL SE,Atlanta,30315,GA,United States,DDH,DDH,Issued
2/7/2019,ZLA-201900650,Business Licenses,512 HARDENDORF AVE NE,Atlanta,30307,GA,United States,HOME OFFICE USE ONLY,SMARTFILERS,License Approved
2/7/2019,BM-201900714,Residential - HVAC,59 LAKEVIEW DR NE,Atlanta,30317,GA,United States,INSTALL HVAC IN NSF,RESIDENTIAL/HVAC,Issued
2/7/2019,ZLA-201900648,Business Licenses,270 17TH ST NW,Atlanta,30318,GA,United States,UNIT 806/ BUSINESS LISTING ONLY,HYLTON CASTING / STE UNIT 806,License Approved
2/7/2019,QCR-2019-00691,Residential QCR,3736 HEMPSTEAD WAY SW,Atlanta,30331,GA,United States,NEW 2 STORY SINGLE FAMILY WITH 2 CAR GARAGE LOT SITE WORK DONE UNDER #BB201704635,NEW SFR - HAMPSHIRE PARK (LOT 25),Open
2/7/2019,BE-201901612,Commercial - Low Voltage,3630 PEACHTREE RD NE,Atlanta,30326,GA,United States,Relocate Horn Strobe In office room 101 to conference room 104,Alpha Capital Management,Issued
2/7/2019,ZLA-201900665,Alcohol Licenses,330 EDGEWOOD AVE NE,Atlanta,30312,GA,United States,"RESTAURANT W LIQUOR, BEER AND WINE CONSUMED ON PREMISE","BLACK SHEEP TAVERN, LLC",Approved
2/7/2019,BE-201901601,Residential - Electrical,2003 AKRON DR SE,Atlanta,30315,GA,United States,"Panel change only. Wiring for kitchen, bath and laundry remodel.",Akron,Issued
2/7/2019,BE-201901607,Commercial - Low Voltage,3393 PEACHTREE RD NE,Atlanta,30326,GA,United States,V/D work due to tenant expansion: move existing Demarcation point extensions to a new telephone backboard.,ZARA - Lenox Square Mall (Suite 5050),Issued
2/7/2019,BE-201901592,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 126 Interior fit-up of previously permitted condominium building shellINSTALL AND TERMINATE LOW VOLTAGE CABLING,Peachtree Hills Place - Unit 126 - Bldg D,Issued
2/7/2019,BA-201900925,Arborist Plan Review,62 RUSSELL ST NE,Atlanta,30317,GA,United States,,GOOLSEY RESIDENCE DEMOLITION,Posted
2/7/2019,BB-201900957,Residential Alteration,1241 NILES AVE NW,Atlanta,30318,GA,United States,"ADDITION OF A 415 S.F. SCREENED (NON-HEATED) PORCH, WITH A 50 S.F. OPEN DECK TO THE REAR OF THE RESIDENCE",WRIGHT - ALTERATION - XPRS,Issued
2/7/2019,19TMP-005005,Residential - Gas Pressure Test Only,1877 COLLAND DR NW,Atlanta,30318,GA,United States,,,
2/7/2019,BT-201900293,Temporary Power,216 HUTCHINSON ST NE,Atlanta,30307,GA,United States,Temp Power,216 Hutchinson St,Issued
